mo_id,criminal_id,crime_type,entry_method,escape_method,target_selection,crime_timing,weapon_used,dress_pattern,communication_method,vehicle_used,accomplice_count,victim_selection,planning_level,technology_used,repeat_pattern,special_notes
1493,CRM-IND-01493,Cybercrime,Front door,Auto rickshaw,Construction sites,Early morning (3AM-6AM),None,Dark clothing,WhatsApp,SUV,5,ATMs,Moderately Planned,Signal jammer,Known to repeat Cybercrime offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Organized Crime offender. No gang affiliation.
1494,CRM-IND-01494,Sexual Offense,Window break,Auto rickshaw,Women walking alone,Midnight,Sword,Helmet and visor,Coded language,Motorcycle,0,Elderly people,Opportunistic,Hacking tools,Known to repeat Sexual Offense offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. White Collar offender. No gang affiliation.
1495,CRM-IND-01495,Drug Offense,Wall breach,Bike escape,Construction sites,Afternoon (12PM-3PM),Machete,Dark clothing,Coded language,Car,6,IT parks,Impulsive,Lock pick set,Known to repeat Drug Offense offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Organized Crime offender. No gang affiliation.
1496,CRM-IND-01496,Murder,Roof entry,On foot,Offices after hours,Evening (6PM-9PM),Knife,Casual clothes,Signal,Bicycle,6,College students,Moderately Planned,GPS tracker,Known to repeat Murder offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. Organized Crime offender. Gang affiliated: Fire Eagles.
1497,CRM-IND-01497,Robbery,Lock picking,Bus,ATMs,Late night (11PM-3AM),Pistol,Uniform disguise,Face to face,Auto rickshaw,3,ATMs,Moderately Planned,Night vision,Known to repeat Robbery offenses in similar areas with consistent timing patterns.,Subject classified as High risk. Non-violent offender. No gang affiliation.
1498,CRM-IND-01498,Robbery,Back door,On foot,Banks,Dusk,None,Helmet and visor,Prepaid SIM,Car,6,Jewelry shops,Moderately Planned,None,Known to repeat Robbery offenses in similar areas with consistent timing patterns.,Subject classified as High risk. Violent offender. Gang affiliated: Wagh Mandali.
1499,CRM-IND-01499,Robbery,Window break,Train,Parked vehicles,Dawn,None,Uniform disguise,Hand signals,Truck,0,Isolated houses,Moderately Planned,Hacking tools,Known to repeat Robbery offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Organized Crime offender. No gang affiliation.
1500,CRM-IND-01500,Extortion,Front door,Taxi,Construction sites,Dawn,Hammer,Dark clothing,Face to face,On foot,0,Isolated houses,Highly Planned,Lock pick set,Known to repeat Extortion offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Organized Crime offender. No gang affiliation.
1501,CRM-IND-01501,Fraud,Back door,Taxi,Offices after hours,Dawn,Sword,Helmet and visor,Signal,Stolen vehicle,4,Jewelry shops,Impulsive,None,Known to repeat Fraud offenses in similar areas with consistent timing patterns.,Subject classified as High risk. Violent offender. No gang affiliation.
1502,CRM-IND-01502,Sexual Offense,Wall breach,Auto rickshaw,ATMs,Dusk,None,Uniform disguise,Coded language,Car,1,Offices after hours,Opportunistic,GPS tracker,Known to repeat Sexual Offense offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Habitual Offender offender. No gang affiliation.
1503,CRM-IND-01503,Sexual Offense,Fire escape,Car escape,Isolated houses,Dusk,Hammer,Black hoodie,Telegram,Stolen vehicle,4,Women walking alone,Impulsive,None,Known to repeat Sexual Offense offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Habitual Offender offender. No gang affiliation.
1504,CRM-IND-01504,Theft,Back door,Train,Street vendors,Late night (11PM-3AM),None,Sports wear,Face to face,Van,5,Elderly people,Professional,None,Known to repeat Theft offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. Non-violent offender. No gang affiliation.
1505,CRM-IND-01505,Assault,Door break,Car escape,IT parks,Dusk,Pistol,Casual clothes,WhatsApp,Motorcycle,1,IT parks,Opportunistic,None,Known to repeat Assault offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Non-violent offender. No gang affiliation.
1506,CRM-IND-01506,Theft,Wall breach,Auto rickshaw,College students,Midnight,Iron Rod,Sports wear,Prepaid SIM,Bicycle,2,College students,Opportunistic,None,Known to repeat Theft offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. White Collar offender. No gang affiliation.
1507,CRM-IND-01507,Assault,Not applicable,Hiding in crowd,Banks,Dawn,Iron Rod,Face mask and cap,Hand signals,Stolen vehicle,6,Banks,Moderately Planned,GPS tracker,Known to repeat Assault offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Non-violent offender. No gang affiliation.
1508,CRM-IND-01508,Theft,Lock picking,On foot,Women walking alone,Early morning (3AM-6AM),None,Face mask and cap,Prepaid SIM,On foot,4,Parked vehicles,Impulsive,Skeleton keys,Known to repeat Theft offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Non-violent offender. No gang affiliation.
1509,CRM-IND-01509,Kidnapping,Back door,Through lanes,College students,Evening (6PM-9PM),None,Uniform disguise,WhatsApp,Motorcycle,1,Street vendors,Highly Planned,None,Known to repeat Kidnapping offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Organized Crime offender. Gang affiliated: Night Wolves.
1510,CRM-IND-01510,Drug Offense,Wall breach,Bus,Isolated houses,Dawn,None,Sports wear,Face to face,Motorcycle,4,Jewelry shops,Impulsive,Skeleton keys,Known to repeat Drug Offense offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Violent offender. No gang affiliation.
1511,CRM-IND-01511,Fraud,Front door,On foot,Jewelry shops,Midnight,None,Sports wear,Hand signals,Truck,1,Parked vehicles,Professional,None,Known to repeat Fraud offenses in similar areas with consistent timing patterns.,Subject classified as High risk. Habitual Offender offender. No gang affiliation.
1512,CRM-IND-01512,Theft,Fire escape,Hiding in crowd,Banks,Afternoon (12PM-3PM),None,Casual clothes,Face to face,Truck,0,Women walking alone,Moderately Planned,Lock pick set,Known to repeat Theft offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. Habitual Offender offender. No gang affiliation.
1513,CRM-IND-01513,Drug Offense,Wall breach,Auto rickshaw,Jewelry shops,Late night (11PM-3AM),None,Face mask and cap,WhatsApp,On foot,4,Jewelry shops,Moderately Planned,Skeleton keys,Known to repeat Drug Offense offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. Habitual Offender offender. No gang affiliation.
1514,CRM-IND-01514,Kidnapping,Back door,Auto rickshaw,Parked vehicles,Dawn,None,Uniform disguise,Face to face,Van,4,College students,Highly Planned,None,Known to repeat Kidnapping offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. White Collar offender. Gang affiliated: Black Shadow.
1515,CRM-IND-01515,Kidnapping,Key duplication,Through lanes,Banks,Afternoon (12PM-3PM),Iron Rod,Black hoodie,Signal,Motorcycle,4,Banks,Moderately Planned,Signal jammer,Known to repeat Kidnapping offenses in similar areas with consistent timing patterns.,Subject classified as High risk. White Collar offender. No gang affiliation.
1516,CRM-IND-01516,Drug Offense,Not applicable,Through lanes,Jewelry shops,Dawn,None,Formal attire,Telegram,SUV,1,College students,Moderately Planned,None,Known to repeat Drug Offense offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. White Collar offender. No gang affiliation.
1517,CRM-IND-01517,Fraud,Fire escape,On foot,Women walking alone,Morning (6AM-10AM),Pistol,Dark clothing,Signal,Motorcycle,5,ATMs,Professional,Night vision,Known to repeat Fraud offenses in similar areas with consistent timing patterns.,Subject classified as High risk. Violent offender. No gang affiliation.
1518,CRM-IND-01518,Sexual Offense,Fire escape,Hiding in crowd,Isolated houses,Dawn,Sword,Sports wear,Coded language,Motorcycle,5,Elderly people,Highly Planned,None,Known to repeat Sexual Offense offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Habitual Offender offender. No gang affiliation.
1519,CRM-IND-01519,Theft,Fire escape,Bike escape,Women walking alone,Dusk,None,Face mask and cap,Prepaid SIM,Car,3,Festival crowds,Moderately Planned,None,Known to repeat Theft offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. Non-violent offender. No gang affiliation.
1520,CRM-IND-01520,Robbery,Fire escape,Train,Elderly people,Dusk,None,Black hoodie,Prepaid SIM,Stolen vehicle,6,Banks,Opportunistic,None,Known to repeat Robbery offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Habitual Offender offender. No gang affiliation.
1521,CRM-IND-01521,Murder,Roof entry,Bike escape,College students,Early morning (3AM-6AM),Hammer,Sports wear,Prepaid SIM,Tempo,5,Festival crowds,Professional,Skeleton keys,Known to repeat Murder offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Organized Crime offender. No gang affiliation.
1522,CRM-IND-01522,Robbery,Fire escape,Bus,College students,Afternoon (12PM-3PM),None,Casual clothes,Hand signals,Motorcycle,4,Offices after hours,Professional,None,Known to repeat Robbery offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Non-violent offender. No gang affiliation.
1523,CRM-IND-01523,Sexual Offense,Door break,Car escape,Elderly people,Afternoon (12PM-3PM),Axe,Casual clothes,Hand signals,Van,5,Street vendors,Opportunistic,None,Known to repeat Sexual Offense offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Habitual Offender offender. No gang affiliation.
1524,CRM-IND-01524,Robbery,Lock picking,Hiding in crowd,Women walking alone,Early morning (3AM-6AM),Pistol,Face mask and cap,Coded language,On foot,5,Festival crowds,Highly Planned,Skeleton keys,Known to repeat Robbery offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. Habitual Offender offender. No gang affiliation.
1525,CRM-IND-01525,Cybercrime,Lock picking,Bus,Offices after hours,Late night (11PM-3AM),None,Workman overalls,Telegram,Tempo,6,Parked vehicles,Impulsive,None,Known to repeat Cybercrime offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Habitual Offender offender. No gang affiliation.
1526,CRM-IND-01526,Drug Offense,Roof entry,On foot,Women walking alone,Evening (6PM-9PM),Axe,Face mask and cap,Telegram,Motorcycle,0,Construction sites,Professional,None,Known to repeat Drug Offense offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Non-violent offender. No gang affiliation.
1527,CRM-IND-01527,Theft,Window break,On foot,Construction sites,Late night (11PM-3AM),None,Formal attire,Face to face,Tempo,0,Jewelry shops,Opportunistic,Night vision,Known to repeat Theft offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Violent offender. No gang affiliation.
1528,CRM-IND-01528,Fraud,Door break,On foot,IT parks,Midnight,Axe,Black hoodie,Telegram,Motorcycle,3,Banks,Opportunistic,Lock pick set,Known to repeat Fraud offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Organized Crime offender. No gang affiliation.
1529,CRM-IND-01529,Extortion,Roof entry,Hiding in crowd,Isolated houses,Morning (6AM-10AM),Sword,Workman overalls,Face to face,Truck,2,Isolated houses,Impulsive,GPS tracker,Known to repeat Extortion offenses in similar areas with consistent timing patterns.,Subject classified as High risk. White Collar offender. No gang affiliation.
1530,CRM-IND-01530,Robbery,Back door,Through lanes,Banks,Dawn,Cricket Bat,Black hoodie,Prepaid SIM,Motorcycle,4,Parked vehicles,Moderately Planned,GPS tracker,Known to repeat Robbery offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. White Collar offender. No gang affiliation.
1531,CRM-IND-01531,Sexual Offense,Not applicable,Hiding in crowd,IT parks,Midnight,Axe,Helmet and visor,Telegram,Truck,3,Festival crowds,Moderately Planned,GPS tracker,Known to repeat Sexual Offense offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Organized Crime offender. No gang affiliation.
1532,CRM-IND-01532,Kidnapping,Not applicable,Through lanes,Street vendors,Midnight,Pistol,Workman overalls,WhatsApp,SUV,0,Construction sites,Impulsive,None,Known to repeat Kidnapping offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. Habitual Offender offender. No gang affiliation.
1533,CRM-IND-01533,Drug Offense,Lock picking,On foot,Women walking alone,Early morning (3AM-6AM),Sword,Casual clothes,WhatsApp,On foot,3,Isolated houses,Highly Planned,None,Known to repeat Drug Offense offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Violent offender. Gang affiliated: Black Shadow.
1534,CRM-IND-01534,Assault,Window break,Car escape,Elderly people,Late night (11PM-3AM),None,Workman overalls,Face to face,On foot,6,Women walking alone,Highly Planned,Night vision,Known to repeat Assault offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Habitual Offender offender. No gang affiliation.
1535,CRM-IND-01535,Fraud,Window break,Auto rickshaw,College students,Midnight,Knife,Workman overalls,Telegram,Stolen vehicle,1,Parked vehicles,Highly Planned,Fake documents,Known to repeat Fraud offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Violent offender. No gang affiliation.
1536,CRM-IND-01536,Assault,Key duplication,Hiding in crowd,Parked vehicles,Morning (6AM-10AM),Knife,Formal attire,Telegram,Tempo,4,Women walking alone,Opportunistic,Fake documents,Known to repeat Assault offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. White Collar offender. No gang affiliation.
